,O*NET-SOC Code,Title,Probability of Analytical,Predicted Analytical,Description,Idea Generation and Reasoning Abilities,Critical Thinking,Active Learning,Complex Problem Solving,Information and Data Processing,Reasoning and Decision Making,Innovation,Analytical Thinking
799,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",0.04,0,"Set up, operate, or tend machines that cut or slice materials, such as glass, stone, cork, rubber, tobacco, food, paper, or insulating material.",2.7,2.88,2,2.75,3.28,2.74,2.78,2.88
800,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",0.03,0,"Set up, operate, or tend machines, such as glass-forming machines, plodder machines, and tuber machines, to shape and form products such as glassware, food, rubber, soap, brick, tile, clay, wax, tobacco, or cosmetics.",2.68,2.75,2.12,2.75,3.25,2.99,3.55,3.37
801,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0.05,0,"Operate or tend heating equipment other than basic metal, plastic, or food processing equipment. Includes activities such as annealing glass, drying lumber, curing rubber, removing moisture from materials, or boiling soap.",2.5,3,2.38,2.62,3.18,3.39,3.22,3.01
802,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",0.14,0,"Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",2.77,3.25,2.38,2.75,4.12,3.51,3.58,4.25
803,51-9071.00,Jewelers and Precious Stone and Metal Workers,0.13,0,"Design, fabricate, adjust, repair, or appraise jewelry, gold, silver, other precious metals, or gems.",3.02,2.94,2.69,2.88,3.02,3.49,4.11,4.12
804,51-9071.06,Gem and Diamond Workers,0.1,0,"Fabricate, finish, or evaluate the quality of gems and diamonds used in jewelry or industrial tools.",2.95,3.12,2.62,2.62,2.93,3.11,3.28,3.47
805,51-9081.00,Dental Laboratory Technicians,0.15,0,Construct and repair full or partial dentures or dental appliances.,2.91,3.12,3,2.75,3.45,3.89,3.69,3.75
806,51-9082.00,Medical Appliance Technicians,0.27,0,"Construct, maintain, or repair medical supportive devices such as braces, orthotics and prosthetic devices, joints, arch supports, and other surgical and medical appliances.",3.21,3.5,3,3,3.47,3.81,3.85,3.79
807,51-9083.00,Ophthalmic Laboratory Technicians,0.04,0,"Cut, grind, and polish eyeglasses, contact lenses, or other precision optical elements. Assemble and mount lenses into frames or process other optical elements. Includes precision lens polishers or grinders, centerer-edgers, and lens mounters.",2.61,2.88,2.5,2.5,2.84,2.8,3.16,3.21
808,51-9111.00,Packaging and Filling Machine Operators and Tenders,0.02,0,Operate or tend machines to prepare industrial or consumer products for storage or shipment. Includes cannery workers who pack food products.,2.7,2.25,2.12,2.12,3.51,3.39,3.21,3.03
809,51-9123.00,"Painting, Coating, and Decorating Workers",0.03,0,"Paint, coat, or decorate articles, such as furniture, glass, plateware, pottery, jewelry, toys, books, or leather.",2.41,2.62,2,2,2.73,2.68,2.42,2.79
810,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",0.07,0,"Set up, operate, or tend spraying or rolling machines to coat or paint any of a wide variety of products, including glassware, cloth, ceramics, metal, plastic, paper, or wood, with lacquer, silver, copper, rubber, varnish, glaze, enamel, oil, or rust-proofing materials. Includes painters of transportation vehicles such as painters in auto body repair facilities.",2.68,2.75,2.12,2.62,3.74,3.56,2.76,3.37
811,51-9141.00,Semiconductor Processing Technicians,0.06,0,"Perform any or all of the following functions in the manufacture of electronic semiconductors: load semiconductor material into furnace; saw formed ingots into segments; load individual segment into crystal growing chamber and monitor controls; locate crystal axis in ingot using x-ray equipment and saw ingots into wafers; and clean, polish, and load wafers into series of special purpose furnaces, chemical baths, and equipment used to form circuitry and change conductive properties.",2.81,2.88,2.25,2.75,3.52,3.56,3.29,3.17
812,51-9151.00,Photographic Process Workers and Processing Machine Operators,0.19,0,Perform work involved in developing and processing photographic images from film or digital media. May perform precision tasks such as editing photographic negatives and prints.,3,3.12,2.88,2.75,2.47,3.43,3.69,3.94
813,51-9161.00,Computer Numerically Controlled Tool Operators,0.47,0,"Operate computer-controlled tools, machines, or robots to machine or process parts, tools, or other work pieces made of metal, plastic, wood, stone, or other materials. May also set up and maintain equipment.",3.18,4,3.12,3,3.47,3.74,3.52,3.85
814,51-9162.00,Computer Numerically Controlled Tool Programmers,0.46,0,"Develop programs to control machining or processing of materials by automatic machine tools, equipment, or systems. May also set up, operate, or maintain equipment.",3.29,3.5,3.62,3.38,3.79,4.07,3.6,4.07
815,51-9191.00,Adhesive Bonding Machine Operators and Tenders,0.03,0,"Operate or tend bonding machines that use adhesives to join items for further processing or to form a completed product. Processes include joining veneer sheets into plywood; gluing paper; or joining rubber and rubberized fabric parts, plastic, simulated leather, or other materials.",2.57,2.75,2.38,2.5,2.72,2.72,3.02,2.96
816,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",0.01,0,"Operate or tend machines to wash or clean products, such as barrels or kegs, glass items, tin plate, food, pulp, coal, plastic, or rubber, to remove impurities.",2.32,2.12,2.12,2.12,3.22,3.01,3.47,3.6
817,51-9193.00,Cooling and Freezing Equipment Operators and Tenders,0.13,0,"Operate or tend equipment such as cooling and freezing units, refrigerators, batch freezers, and freezing tunnels, to cool or freeze products, food, blood plasma, and chemicals.",2.82,3.25,3.12,3,3.07,3.17,3.25,3.34
818,51-9194.00,Etchers and Engravers,0.1,0,"Engrave or etch metal, wood, rubber, or other materials. Includes such workers as etcher-circuit processors, pantograph engravers, and silk screen etchers.",2.87,3.12,2.25,2.25,3.12,3.46,3.5,3.72
819,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",0.04,0,"Mold, shape, form, cast, or carve products such as food products, figurines, tile, pipes, and candles consisting of clay, glass, plaster, concrete, stone, or combinations of materials.",2.55,2.88,2.5,2.88,3.05,2.83,2.87,2.81
820,51-9195.03,"Stone Cutters and Carvers, Manufacturing",0.07,0,Cut or carve stone according to diagrams and patterns.,2.82,2.88,2,2.38,3.45,3.53,3.07,3.38
821,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",0.07,0,Shape molten glass according to patterns.,2.91,3,2.88,2.75,2.59,2.27,3.32,3.46
822,51-9195.05,"Potters, Manufacturing",0.14,0,"Operate production machines such as pug mill, jigger machine, or potter's wheel to process clay in manufacture of ceramic, pottery and stoneware products.",3.12,3.12,2.12,2.12,2.52,3.64,4.12,3.88
823,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",0.06,0,"Set up, operate, or tend paper goods machines that perform a variety of functions, such as converting, sawing, corrugating, banding, wrapping, boxing, stitching, forming, or sealing paper or paperboard sheets into products.",2.66,2.88,2.25,2.38,2.73,2.99,2.85,3.25
824,51-9197.00,Tire Builders,0.03,0,Operate machines to build tires.,2.36,2.5,1.75,2,3.34,3.23,2.47,2.85
825,51-9198.00,Helpers--Production Workers,0.01,0,"Help production workers by performing duties requiring less skill. Duties include supplying or holding materials or tools, and cleaning work area and equipment.",2.39,2.25,1.88,2,2.79,2.6,2.65,2.82
826,53-1041.00,Aircraft Cargo Handling Supervisors,0.25,0,"Supervise and coordinate the activities of ground crew in the loading, unloading, securing, and staging of aircraft cargo or baggage. May determine the quantity and orientation of cargo and compute aircraft center of gravity. May accompany aircraft as member of flight crew and monitor and handle cargo in flight, and assist and brief passengers on safety and emergency procedures. Includes loadmasters.",3.11,3.5,2.88,2.88,3.9,4.13,3.83,3.76
827,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",0.35,0,"Directly supervise and coordinate the activities of helpers, laborers, or material movers, hand.",3.36,3.75,2.88,3.12,3.05,3.45,3.99,3.87
828,53-1042.01,Recycling Coordinators,0.3,0,Supervise curbside and drop-off recycling programs for municipal governments or private firms.,2.96,3.5,3.12,2.75,4.23,4.67,4.04,3.85
829,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,0.44,0,Directly supervise and coordinate activities of material-moving machine and vehicle operators and helpers.,3.28,3.5,3.12,3.5,3.68,4.35,3.42,3.76
830,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",0.83,1,"Pilot and navigate the flight of fixed-wing aircraft, usually on scheduled air carrier routes, for the transport of passengers and cargo. Requires Federal Air Transport certificate and rating for specific aircraft type used. Includes regional, national, and international airline pilots and flight instructors of airline pilots.",3.89,4.12,4.12,3.62,4.74,3.91,2.5,4.28
831,53-2012.00,Commercial Pilots,0.78,1,"Pilot and navigate the flight of fixed-wing aircraft on nonscheduled air carrier routes, or helicopters. Requires Commercial Pilot certificate. Includes charter pilots with similar certification, and air ambulance and air tour pilots. Excludes regional, national, and international airline pilots.",3.73,4,4,3.62,4.34,4,2.98,4.17
832,53-2021.00,Air Traffic Controllers,0.88,1,"Control air traffic on and within vicinity of airport, and movement of air traffic between altitude sectors and control centers, according to established procedures and policies. Authorize, regulate, and control commercial airline flights according to government or company regulations to expedite and ensure flight safety.",4.05,4.12,3.75,4.5,4.48,4.69,3.41,4.29
833,53-2022.00,Airfield Operations Specialists,0.56,1,"Ensure the safe takeoff and landing of commercial and military aircraft. Duties include coordination between air-traffic control and maintenance personnel, dispatching, using airfield landing and navigational aids, implementing airfield safety procedures, monitoring and maintaining flight records, and applying knowledge of weather information.",3.52,3.88,3.25,3.25,4.12,4.23,3.08,3.55
834,53-2031.00,Flight Attendants,0.2,0,"Monitor safety of the aircraft cabin. Provide services to airline passengers, explain safety information, serve food and beverages, and respond to emergency incidents.",3.04,3.62,3,2.62,3.83,3.23,3.25,3.56
835,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0.11,0,"Drive ambulance or assist ambulance driver in transporting sick, injured, or convalescent persons. Assist in lifting patients.",3.09,3,3,2.75,3.55,3.47,3.29,3.34
836,53-3031.00,Driver/Sales Workers,0.08,0,"Drive truck or other vehicle over established routes or within an established territory and sell or deliver goods, such as food products, including restaurant take-out items, or pick up or deliver items such as commercial laundry. May also take orders, collect payment, or stock merchandise at point of delivery.",2.8,3.38,2.12,2.88,2.7,2.38,3.03,2.86
837,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,0.1,0,"Drive a tractor-trailer combination or a truck with a capacity of at least 26,001 pounds Gross Vehicle Weight (GVW). May be required to unload truck. Requires commercial drivers' license. Includes tow truck drivers.",2.78,3,2.25,2.88,3.76,4,3,3.07
838,53-3033.00,Light Truck Drivers,0.03,0,"Drive a light vehicle, such as a truck or van, with a capacity of less than 26,001 pounds Gross Vehicle Weight (GVW), primarily to pick up merchandise or packages from a distribution center and deliver. May load and unload vehicle.",2.37,2.88,2.12,2,2.85,2.55,2.74,2.88
839,53-3052.00,"Bus Drivers, Transit and Intercity",0.04,0,"Drive bus or motor coach, including regular route operations, charters, and private carriage. May assist passengers with baggage. May collect fares or tickets.",2.21,2.75,2,1.62,2.71,3.07,2.94,3.44
840,53-4011.00,Locomotive Engineers,0.12,0,"Drive electric, diesel-electric, steam, or gas-turbine-electric locomotives to transport passengers or freight. Interpret train orders, electronic or manual signals, and railroad rules and regulations.",2.8,3.12,3,3,4.03,3.44,3.26,3.74
841,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",0.16,0,"Drive switching or other locomotive or dinkey engines within railroad yard, industrial plant, quarry, construction project, or similar location.",2.89,3,2.75,3.12,4.29,4.15,3.32,3.82
842,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",0.05,0,"Operate or monitor railroad track switches or locomotive instruments. May couple or uncouple rolling stock to make up or break up trains. Watch for and relay traffic signals. May inspect couplings, air hoses, journal boxes, and hand brakes. May watch for dragging equipment or obstacles on rights-of-way.",2.72,2.75,2.44,2.62,3.5,3.19,3.12,3.51
843,53-4031.00,Railroad Conductors and Yardmasters,0.35,0,"Coordinate activities of switch-engine crew within railroad yard, industrial plant, or similar location. Conductors coordinate activities of train crew on passenger or freight trains. Yardmasters review train schedules and switching orders and coordinate activities of workers engaged in railroad traffic operations, such as the makeup or breakup of trains and yard switching.",3.28,3.62,3,3.38,2.76,2.86,2.78,3.58
844,53-4041.00,Subway and Streetcar Operators,0.12,0,"Operate subway or elevated suburban trains with no separate locomotive, or electric-powered streetcar, to transport passengers. May handle fares.",2.7,3.25,3,2.88,3.24,2.98,2.66,3.17
845,53-5011.00,Sailors and Marine Oilers,0.12,0,"Stand watch to look for obstructions in path of vessel, measure water depth, turn wheel on bridge, or use emergency equipment as directed by captain, mate, or pilot. Break out, rig, overhaul, and store cargo-handling gear, stationary rigging, and running gear. Perform a variety of maintenance tasks to preserve the painted surface of the ship and to maintain line and ship equipment. Must hold government-issued certification and tankerman certification when working aboard liquid-carrying vessels. Includes able seamen and ordinary seamen.",2.87,3,2.88,2.88,3.16,3.55,2.63,2.69
